id,label,text
134,1,"Während die drei Leute und ihr Zwischenruf einerseits gleich zur Zustandsbeschreibung eines Landes hochhysterisiert werden, steht es andererseits für gar nichts wenn die grüne Bundestagsvizepräsidentin an Demos unter dem Motto ""Deutschland verrecke"" oder ""Deutschland, Du mieses Stück Scheiße"" teilnimmt"
135,0,Lieber ein Heimat liebender Populist als ein CDU-Merkel-Volksverräter…. Wer möchte schon gern ein CDU-Merkel sein oder ein Claudia-Roth-Substitut ???
136,1,"Für mich kann man das ziemlich simpel einteilen: Es gibt diejenigen, die sich an die Regeln halten und diejenigen, die es nicht tun. Zweite Gruppe kann man wiederum einteilen in solche, die man leider hier aushalten muss und solche, die man schnell wieder loswerden kann, indem man sie in ihre Heimatländer schickt. Denn der Staat hat die Pflicht gegenüber seinen Bürgern, die Gruppe der Gesetzes"
137,0,"Traurig, daß Du selber nix auf die Reihe kriegst. Aber gerade dann wird es allerhöchste Zeit, daß Du lernst auf eigenen Füssen zu stehen."
138,0,Deutschland Brücken sind ebenso marode wie der ganze verkommene Staatsapparat…
139,0,"… noch was, woher kommt Ramelow ??? Ist das nicht so ein \""Altkader\"" aus dem Westen, den einst sogar der Verfassungsschutz beobachtete ?"
140,1,"ur noch AFD, sonst werden wir von muslimischen Horrormigranten überrollt!"
141,0,"egative-Bewertung 253 537	e mehr der in der letzten Zeit von sich gibt, desto mehr wird offenbar, dass da nicht nur Geist fehlt, sondern auch Intellekt und der Raum unter der Schädeldecke offensichtlich nur noch von einer ihm genehmen Ideologie geflutet ist. Realitätsferner kann man eigentlich nicht mehr sein"
142,0,"das bedeutet jeder Verbrecher kann in Deutschland Asyl beantragen, damit er seiner Strafe entgehen kann? Was ein Irrsinn"
143,0,"300.000 gering qualifizierte Deutsche in Deutschland haben keinen Job mehr, dank der Tätigkeit der professionellen Politverbrecher und MSM-Nutten im Fast-Staat BRiD!"
144,0,CDU-Merkel ist das Böse im Kampf gegen das deutsche Volk
145,0,Dem ist aber auch irgendein stumpfer Gegenstand auf seine Birne gefallen.
146,0,"Spanien hat gar keine Mittel, um so viele "" Nicht- Flüchtlinge "" aufzunehmen!"
147,1,"OT Guter Artikel zur Lage der IB aber auch anderer Organisationen in Österreich.  Warum ich unseren Freispruch nicht feiere Was ich nicht kapiere: Die FPÖ ist in der Regierung. Das Justizministerium in Österreich (deren Koalitionspartner von ÖVP) unterstützt diese Anklage massivst. Wie Sellner sehr gut schreibt, könnte man mit dieser Art von Anklage auch die FPÖ anklagen. Kapieren die das n"
148,1,"Da er als NICHT-MOSLEM nicht nach Mekka darf, kann er die Kaaba nicht zu oft umrundet haben und sich dadurch ein Heiligenschein geholt haben. Herr Prof. Rode hat ein seit vielen Jahren auf die Eliten und sonstige Milieus in  Deutschland übertragenes Islamproblem. Traurig ist, das so ein Lehrkörper oder auch Leerkörper, mit seiner Philosophie viele Studenten indoktriniert. Dazu kommt, das er aus"
149,0,Braun-Postings ... bezahlten Neonazi-Trollen ... braunen Propaganda-Phrase ... klassischen Nazithemen
150,0,Um aus Illegalen Legale zu machen sind Gesetze und Verordnungen für die Kanzlerin gegen Deutschland nur bedrucktes Papier. Das hat sie mit dem Fiatmoney ihrer Auftraggeber gemeinsam.
151,0,"Die CDU hat keine Scheu davor, mit der SPD, den Grünen, der FDP und den Linken zu koalieren. Auch Frau KK hat sich nicht klar ausgedrückt, als sie bei Lanz gefragt wurde. Sie beherrscht das Geschwurbel schon genauso gut wie ihre Chefin. Dazu fällt mir ein Statement von Herrn Junker ein: „Wenn es ernst wird, muss man lügen.“ Natürlich wird die CDU mit den Linken koalieren oder sich tolerie"
152,1,"Und Merkel ist die erste Kanzlerin, die mit Punkt b) völlig einverstanden ist. Kohl hat die Mark aufgegeben, um von Frankreich und Großbritannien die Zustimmung für die Wiedervereinigung zu erhalten. Merkel gibt Souveränität, Staatsgrenzen und Volk auf"
153,0,"Familiennachzug wurde ja OHNE Mitbestimmung des deutschen Volkes im Bundestag von den korrupten Politikern beschlossen, was soll dieser scheiß Bericht?"
154,0,Wie er es vorausgesagt hatte herrscht nun Al Kaida in Libyen und eine Flut von Schwarzen kommt als Flüchtlinge nach Europa.
155,0,Glauben die verantwortlichen europäischen Regierungen wirklich mit dieser Politik der offenen Grenzen die Flüchtlingskrise zu lösen? Ich hab so meine Zweifel!
156,0,"So ist das, wenn den Bonzen die Zahlen , sprich die Umsätze wegbrechen und Hunderttausende an Lesern weglaufen. Da geht es auch nicht um BILD jetzt contra Merkel , da geht es darum die Bilanzen wieder aufzumoebeln. Die lange verleugnet  Wahrheit , die Realität in Deutschland lässt sich jetzt auch nicht durch die recycelten markigen Worte des  Herrn Reichelt wieder in Dollars vermarkten. Wer ein"
157,1,"Mann will auf diese Tour die Moslems hier an legal an  die Waffen bringen die sie uns Eingeborenen dann  ""unter die Nase halten""  können und sollen!"
158,0,Wir werden nach Strich und Faden von Politik und Medien verarscht.
159,1,"Ich gehe jetzt stark davon aus dass du nur große Klappe hast und geistlos den Floskeln deines Oberdruiden nachhängst ? Na... wer ist es denn ? Höcke, Storch, Gauland ? Ach komm kleiner Chupacabra, das kannst du doch wenigstens mal herausrücken *g"
160,0,"der Stimmungsmache einzelner, die von der Sachlage keine Ahnung haben und glauben über Recht, Gesetz und das Grundgesetz im allgemeinen zu stellen."
161,1,"Notgeile Schlampe ,warscheinlich Teddybärwerferin ! weiter so,dummheit wird Bestraft."
162,0,"Mit Sicherheit wird sich die Rautenhexe bereit erklären noch viel mehr Neger aufzunehmen, unbegrenzt.   Ein Shuttle-Service wird installiert werden.   Spanien erhält für jeden Neger, den wir aufnehmen eine Prämie und wird verpflichtet nochmal soviele herbei zu schippern"
163,0,"Das spannende ist übrigens, dass viele Nazis bei uns essen und anscheinend nicht realisieren, dass sie mit ihrem Mittagessen Ausländischen Mitbürgern ein Auskommen ermöglichen. Ich mag Realsatire..."
164,0,"Ich würde die mobilen Volksgruppen dazu animieren den Tiergarten, den Potsdamer Platz (beispielshalber) und die SPD und CDU Zentralen in Berlin zu besiedeln. Ob die linksgrün versiffte Szene der Hauptstadt dann noch jubeln würde, muss nicht unbedingt bezweifelt werden. Diese linken sind schon so degeneriert, dass sie sich sogar wohl fühlen würden. Man schaue sich nur die von Linken besetzten"
165,1,"Das ist die Parlamentarische Demokratie. Die bestimmen, was wir zu wollen haben. Bei einer direkten Demokratie, wäre das nicht möglich. Das Politiker das machen, was sie wollen."
166,0,Aber wahrscheinlich wirst du dich mit anstarren usw beschäftigen müssen. Der Auslanderanteil ist deutlich geringer als anderswo. Darum schreien die auch mehr. Ich bin aus der Gegend und vermeide es mit meiner Familie nach Sachsen zu fahren. Zu sehr geht mir das auf den Keks wenn wir dort sind und man hinter uns herguckt
167,0,"Also haben wir jetzt den kommenden Rassismus-Schultkult, wird langsam durch die Staatsmedien auf gebaut!"
168,0,"Damals kamen Flüchtlinge, heute kommt man wegen dem dt. Sozialsystem. Wie will man das vergleichen? Die heute kommen wollen sich in die soz. Hängematte legen, es geht nicht um Verfolgung und sonstigen Blödsinn den man uns einreden will, es sind Wirtschaftsflüchtlinge und sonst nichts, kein Vergleich mit der damaligen Zeit."
169,0,"Diese Leute machen mal wieder kostenlose Fake-PR, um in die Medien zu kommen"
170,1,"Jetzt merkt man plötzlich, welch gewaltigen Fehler die Statiker begangen haben."
171,1,"Der Maulheld ist wieder da ,bete mal ein wenig schneller das dein Judengott vom Himmel fällt und alles wieder in Ordnung bringt"
172,0,"Man man, der kann doch nur auf der Waldorfschule gewesen sein. Soviel Naivität auf einem Haufen gibt es im ganzen Universum nicht noch einmal. Ich sehe  schon förmlich den Araberclan Nachwuchs vor mir wie er sozialen Dienst, Hand in Hand mit dem grünen Nachwuchs, an alten Deutschen verrichtet. Aber aus dem Saarland kommt ja eine Menge Naives."
173,1,Deutschland ist nicht NUR Bayern und das ist eh NUR NOCH AUGENWISCHEREI!!! ÄNDERT VERDAMMT NOCHMAL DIE ASYL GESETZE ETC........ IHR LÜGNER.... Die Wahl steht an....da wird euch die Stimme im Hals stecken bleiben wenn sie NICHT gegfälscht wird....ihr VOLKSVERRÄTER vor dem Herrn
174,0,"Ist der Ruf erst mal ruiniert……………….. Es ist ja nicht nur dieses Thema. Man denke nur an die Berichterstattung über Trump, Putin, Assad usw. Aber nicht nur hier. Die Bild ist groß darin, Gruppierungen gegeneinander auszuspielen. Hier die faulen Arbeitslosen und auf der anderen Seite die Chefs welche alle irgendwie schmierig zu sein schein. Da spricht die Bild dann über Populisten. G"
175,1,So lange die Bestie Merkel das nicht Stoppt
176,0,Dass der Focus sich solche Statements erlaubt schlägt dem Fass den Boden aus
177,0,"die landen doch sowieso alle bei uns, egal wer die angeblich aufnimmt"
178,0,Das Problem\xa0 ist in meinen Augen der fremdenfeindliche Unterton der in Sahra Wagenknechts Aussagen zu dem Thema vielfach mit schwingt.
179,1,Der Islam ist eine faschistische Ideologie und deren Anhänger sollten so wie jene der faschistischen Ideologie namens Nationalsozialismus behandelt werden
180,0,"Müssen sich denn diese Volksvertreter wirklich an keine Gesetze halten? Dürfen die wirklich alles beschließen, was ihnen so durch die Birne geht? Wann wird endlich beschlossen, das diese „Spitzen der Politik“ wenigstens ein Mal in ihrem Leben gearbeitet haben müssen?"
181,1,"Die Umarmung eines umA aus Hama ist für die arme Oma aus Omaha besonders gefährlich, wenn nicht sogar tödlich, gehört der umA zum Arm der Umma.  Hama liegt zwar in Syrien und nicht Libyen, aber ich denke die Warnung passt dennoch:"
182,1,"Söder ist ein rassistisches Nazischwein. Lasst endlich diese armen Flüchtlinge in Ruhe, die sind schon traumatisiert genug. Kein Mensch ist illegal und kein Mensch ist ein Vogel. Also sollte kein Mensch dazu gezwungen werden sich registrieren zu muessen. Es gibt kein Recht auf Nazimethoden!!! Söder rauss"
183,0,Gutmenschen sind grünlackierte Faschisten.
184,0,"Ihr Gutmenschen, schämt euch!!!"
185,0,Ihr verändertes Äußeres sind die sichtbaren Folgen von Alkohol- und Medikamentenmissbrauch.
186,0,"Du Linksgrünversiffter solltest vielleicht mal anfangen rational zu denken! Ihr redet von utopischen Lösungen die korrupte Regierungen niemals anstreben werden, deswegen jeden aufnehmen zu wollen, aufkosten des Allgemeinwohls der Bevölkerung, ist widerlich!"
187,1,"Lasche Verfolgung ist gut, Schleswig-Holstein ist bekannt dafür, das Straftaten von Asylanten gar nicht erst verfolgt werden, gab sogar mal eine entsprechende Dienstanweisung, die angeblich nicht mehr gelten soll. Bei uns gibt es z.B. Läden in denen Diebstähle von Asylanten nicht zur Anzeige gebracht werden und die Stadt den Schaden bezahlt. Wird nur nicht öffentlich zugegeben, aber einzelne M"
188,0,"Nur weil unsere Regierungen nicht genug verstand haben diesen Leuten in ihren Herkunftsländern zu helfen,übrigens zu weit geringeren Kosten."
189,0,"Und zwar waren die Früheren Flüchtlinge integrationswilliger als heute , und Sie haben keine Menschen in den Gastländern ausgeraubt , verletzt ,vergewaltigt oder gar getötet . Warum fehlen diese Warheiten ?"
190,0,"Auf dem Land sind mehr Zugereiste wie Sie denken,das würde ich mir noch überlegen,unser Dorf 51766 ist schon überschwemmt mit Bunten Bürgern"
191,0,"Und Buntesregierung und linksgrün-pädophile Lügenpresse übertreffen sich jeden Tag mit immer dreisteren Lügen bezüglich Chemnitz aber das steuerzahlende Volk kommt an die Grenzen, diese Verarsche noch zu glauben und ab dann wird es für das #Merkelregime kritisch!"
192,0,Offensichtlich hat der Virus auch Teile der Bevölkerung befallen.
193,0,"\""Gefährder\"" haben eigentlich nichts getan aber man fürchtet sie könnten. Das schließt Sami aus! Der Mann ist bewiesener weise ein Unterstützer von Terroristen und ein Mitglied in eine Terror Organisation!"
194,1,"sind nicht arme Menschen, die für sich das Beste suchen und von Kriminellen benutzt werden, sondern in idiotischen, überbezahlten, inkompetenten, selbstgefälligen Politikern, die jeden ""Ich bin ja so menschlich"" Vertrag ungelesen unterschreiben bzw. entsprechende Gesetze verabschieden, ohne auch nur einmal über die langfristigen Folgen und Missbrauchsmöglichkeiten nachzudenken"
195,0,"Das bedeutet aber nicht, dass diese Menschen auch der BILD folgen oder das glauben, was in dem Schundblatt steht. Auch ich schaue mir die Artikel gelegentlich an – es ist wichtig, zu wissen, was der Feind so von sich gibt. Und ich gehe davon aus, dass sämtliche Politiker in Deutschland regelmäßig die eigene Propaganda lesen wollen."
196,0,"Also Frau van Ackeren, nicht so offensichtlich Merkels Lied singen. Die verbleibende Zeit ist zu kurz, um sich für eine Position in Stellung zu bringen. Ihre Vorgängerin hat Jahre dafür gebraucht."
197,1,"\r Das ist wiedermal linksirrealer Blödsinn von linken Elfenbeinturmgelehrten.\r Das [b]Benzin[/b], das hinter dem Aufstieg des Sarrazinismus und Rassismus steht, das Benzin also, das das ganze anfeuert ---> [b]ist[/b] Angst! Abstiegsangst der schon Abgerutschten und der bald Abrutschenden.\r \r Wie irreal das Geblubber dieser Gelehrten ist, erkennt man schon an folgendem kleinen Gedankenexperime"
198,0,"Alle anderen waren und sind keine Flüchtlinge, denn sie wurden weder verfolgt noch kommen sie aus Kriegsgebieten. Sie sind Versorgungssucher, die meist von ihren Familien gegen hohe Schleusersummen geschickt werden, um europäische Sozialgelder abzugreifen, die dann an die Familien geschickt werden bzw. teilweise an die Schleuserbanden fließen."
199,0,"Das ist ganz einfach, alle Migranten die aufgrund einer Straftat Aktenkundig geworden sind, lässt man trotzdem laufen. Weil jeder Migrant der vorbestraft ist, oder Aktenkundig bei der Polizei ist, nicht mehr seine "" Familie "" nachholen darf. Also lässt man sie alle wieder laufen....."
200,1,"Ihr habt gar kein Recht, Verbrecher holt ihr sogar noch ab , ihr Idioten, Lügner, für wie blöd haltet ihr uns ""Rechtsstaat"", wenn es nicht so ernst wäre könnte man lachen ,hoffentlich werdet ihr eines Tages zur Verantwortung gezogen"
201,1,"Was ich mich frage:  Es ist doch offensichtlich, dass diese Regierung nicht im Geiste der Gesetze, ja nicht einmal dem Buchstaben nach handelt.  Welche Möglichkeiten gibt es, die Frage klären zu lassen, ob diese Regierung noch rechtstaatlich vorgeht, also dass sich der Staat an seine eigenen Gesetze zu halten hat."
202,0,"Es ist echt doppelzüngig. Einmal wird argumentiert, dass es alltäglich sei und nicht beachtenswert, Motto „Straftaten gibts jeden Tag“ - aber „rechte“ Probleme werden sofort als Headline aufgemacht - wenn Berichterstattung, dann ausgewogen. Sammelt also wie bei rechter Gewalt, alle Vorfälle zu linker Gewalt und eben auch durch sogenannte Schutzsuchende"
203,1,"Dass jetzt mit Zwangsarbeit oder Enteignung in Höhe des Verdienstes für ein Jahr beruflicher Arbeit die Merkel'schen Asylanten finanziert werden sollen, viele davon islamistische Terroristen oder islamistische Fundamentalisten und jede Menge Straftäter."
204,0,"Berlin könnt ihr behalten, da leben eh schon viel zu viele Spinner."
205,0,"Wenn der \""Leibwächter von Bin Laden\"" kein waschechter Terrorist ist, was war dann Bin Laden selbst?"
206,0,"Ich glaube, dass Sarrazin nur noch deshalb in SPD ist, um die zu ärgern. ER ist letzte aufrechte und ehrliche Sozialdemokrat, aber Verzeihung Herr Sarrazin, das allein reicht natürlich nicht, um diese Grotte von Partei zu wählen. Aber ihre Intention ist okay. Klugheit und gesunder Menschenverstand gegen hysterische Nilpferde wie Nahles und dauerbekotzte Hinterbänkler wie Stegner. Schade wäre"
207,1,"Aber wenn islamische Gefährder zurück geholt werden, das ist im Namen des Volkes- da muss das Gesetz her- welches denn, das der Stasi oder der Gestapo"
208,0,"Wie peinlich für die entscheidenden Behörden. Lassen die sich dort ungestraft Märchen aus dem Orient erzählen oder wie kann es zu Tausenden Fehlentscheidungen kommen? Ich möchte nicht wirklich wissen, was sich mittlerweile so alles im Land aufhält und durch den Steuerzahler alimentiert wird."
209,1,Unglaublich und dieser teufel hat hier asyl..und lebt von unserem geld
210,1,"Der kleine Unterschied dabei ist, die Calvinisten waren echte Flüchtlinge und sie waren christliche Europäer, also wesentlich kompatibler als das, was heute einreist. Zudem lagen sie niemand auf der Tasche sondern haben, ganz im Gegenteil, hart gearbeitet und dabei ganze Städte wie Hanau oder Neu-Isenburg aufgebaut. Die heutigen Einwanderer werden uns bis an ihr Lebensende auf der Tasche liegen"
211,1,"Die Politiker sind so korrekt, beinahe hätte ich geschrieben korrupt, aber das wäre falsch, also, so korrekt, dass sie vergessen, in welchem Land sie leben und wer das Geld verdient, dass sie für Fremde aussgeben."
212,0,"Sind das wirklich die einzigen Themen die da angesprochen wurden? Und jedes wurde von Ihr mit Floskeln, bürgernah, abgewatscht"
213,1,"Es zeigt sich, dass Empörung und Widerstand gegen die messerstechenden Fremden und damit gegen die grenzenlose Invasion Kulturfremder ganz allgemein in der Bevölkerung wächst."
214,0,"Diese Frau kann immer nur ausweichen, sich niemals stellen und schon gar nicht Fehler zugeben."
215,0,Merkels asoziale Flüchtilanten-Invasion hat schon so manchem Deutschen das Leben gekostet. Hat schon mal jemand die Merkel-Toten seit der September-Invasion 2015 gezählt
216,0,"Also dort, wo junge Menschen ohne moderne Schulbildung aufwachsen und daher für religiöse Fundamentalisten eine leichte Beute sind."
217,1,"In einem solchen Land nimmt aber der Geflüchtete nichts den Arbeitslosen weg"" ...dieses selten dumme Geschwätz haben auch andere Politiker schon von sich gegeben!"
218,1,"Ja manchmal muß man sich als Deutscher gar ziemlich fremdschämen. Es ist lang nicht so, dass Deutsche sich im Ausland immer vorbildlich verhalten"
219,0,"Lächerlicher Haufen. ""Denn sie wissen nicht was sie tun"""
220,1,Die Volksdeutschen sollen sich gefälligst widerstandslos abschlachten lassen von Merkels 666er-Orks
221,0,"LÜGNER , LÜGNER , LÜGNER EUCH GLAUBT SCHON LANGE KEINER MEHR !!!! warum sollen die sich integrieren , ??? Der krieg ist vorbei herr SÖDER !"
222,1,"„Er (Kretschmer) hat das Zeug dazu, ob er den Mut dazu hat, wird sich zeigen.“ Er wird es nicht dürfen. Merkel mit ihren Parteischranzen wird es zu verhindern wissen, dass Kretschmer ein „Landesvater“ wird, der für die sächsische Bevölkerung einsteht"
223,0,"Die von den Lückenmedien kaum mehr beachteten und wenn, dann verhetzten, Pegida-Demonstrationen wie auch die „Merkel muß weg“ und „Kandel ist überall“ Demos, sind längst nur ein schwaches Ventil für den Unmut vieler darüber, wie sie im eigenen Land entrechtet und mehr und mehr zu Menschen zweiter Klasse degradiert werden. …  Daß wir nun eine faktenverzerrende und hasserfüllte Het"
224,0,"Haben Sie in den letzten Jahren einmal einen kritischen Bericht über die Grünen in unseren Medien gesehen oder gehört? Wenn beispielweise ein Grüner im Deutschlandfunk interviewt wird, erinnert das an Schülerradio. Anstatt kritischer Fragen werden dort nur rhetorische Vorlagen gegeben."
225,0,"Europa ist, wenn Deutschland bezahlt und unsere Politiker dabei zuschauen."
226,0,"Die alte ruiniert Deutschland mit 2000 Milliarden Euro, ist total unfähig und wird in der Welt und von den restlichen vertrottelten CDU Wählern in den Himmel gelobt, obwohl man sie für ein volksverbrechen anklagen müsste sowie die Grünen und den Rest dieser,, Regierung ""( würg, Kotz)."
227,1,"Nein das wäre so dermassen blöd von unseren Eliten, dass das nur Vorsatz gewesen sein kann. Da teile Observer3' Meinung.\r Warum ist wohl Merkel vor etwas über einer Woche in den Libanon gereist und hat die nächsten süssen Selfies mit Flüchtlingen für die Presse gemacht?"
228,1,G20 kommt nach Chemnitz  Unter Hasthag #c2708 können wir Die Zecken beobachten!
229,0,"Das können leider nicht die viele Tote Europäer als Folge dieser rassistischen Migration sagen. Sie sind nämlich Tod. Der hat leicht reden, demnächst holt er sich Geld von Merkel aber schickt ihr die Migranten die hier weiter töten werden."
230,0,scheis linke
231,0,"Vertrieben ist über die Jahrtausende keine relevante Anzahl der Präisraelis, die wanderten schlicht in die röm. Städte aus (und machten wie Hadrian ständig schreibt eine Menge Ärger, weil die Nachbarn sich stets nach ihrem Gusto benehmen sollten, ähnlich der späteren Christen und dann der Muselmanen)."
232,1,ng 180 333	n dem von Ihnen geschilderten Aufruf Mussas zeigt sich deutlich die Zukunft der SPD. Die zielen ganz klar auf Migrantenpartei. Die Zeit arbeitet für sie.
233,1,"Leider scheint es in unserem Lande die Masse des \""Wahlviehs\"" noch nicht begriffen zu haben. 83% würden noch die Freunde der Scharia wählen."
234,1,"Sie haben recht, Professor ist nur ein Abschluss, mit dem man Beamer einschalten kann u. den auch evtl. \""Flüchtlinge\"" erreichen können."
235,1,"Man ändert das Gesetz dahngehend ab, dass europäischen Ausländern nur Kindergeld zusteht, wenn sich die Kinder auch hier aufhalten. Schon gibt es wesentlich weniger Inanspruchmassnahmen und die „unerwünschten“ Roma und Sinti mit ihrer Vermüllungsarie sind dann schnell Vergangenhet"
236,0,Der Dauerempörungswarze quillt die Blödheit wirklich aus allen ihrer Körperöffnungen.
237,1,Das kann man im Koran nachlesen...und die Chinesen können im Gegensatz zu deutschen Politikern lesen.
238,1,"Wer sich über das Gesetz stellt, resp. außerhalb positioniert ... bitte, bitte umgehend hinaus befördern."
239,0,"Mit welchem Recht bekommen IS Terroristen,Kopfabschneider, Massenmörder und Vergewaltiger Asyl in Deutschland ?"
240,0,"Tausendmal gelesene Hypermoral. \r \r Das die AfD und die ""Rechten"" immer stärker werden liegt nicht daran das sie so gut sind, sondern daran das die Linken von heute so borniert gruselig sind das die Leute vor ihnen flüchten.\r \r Telepolis kann ich nur raten seine Autoren-Auswahl zu überdenken. Statt rationaler, faktenbasierten Artikel kommt hier mehr und mehr ideologischer Rotz. Geht es nur"
241,0,es geht nicht um links oder rechts... beide seiten werden gegeneinander aufgeschaukelt und die idioten merken es nicht mal.
242,0,"Setzt Kreuzfahrtschiffe ein da passen noch mehr kriminelle drauf die man direkt in Deutschland abladen kann. Eins steht fest, ab 2019 werde ich nicht mehr arbeiten und mich den Robinsons anpassen"
243,0,"Dass einzelnen Müllstrommedien die Kunden weglaufen, macht dem System rein gar nichts aus. Wenn ich am Zeitschriftenangebot unseres Supermarkts vorbeilaufe, laufe ich an 99 % Systemmedien vorbei – alles schön bunt. Opposition wie Compact – Fehlanzeige."
244,1,"Was bringt uns eine Person aus Ghana, Eritrea oder Tunesien die angeblich hier ein Jobangebot hat, dann doch arbeitslos wird und einen Asylantrag wegen (angeblicher) Homosexualität stellt?"
245,0,"Wovor habt ihr Pegidisten eigentlich solche Angst?\r Oder ist euer Sebstwertgefühl einfach so niedrig, dass ihr ein Feindbild braucht, um euch besser zu fühlen?\"
246,0,"Glimmpunkt ist da die treffende umschreibung. vor allem wenn man berücksichtigt, wie sich diverse goldstücke in cb ‚benehmen’…"
247,0,"Durch die Blume gesagt sind es offensichtlich viele Menschen die allein nicht klarkommen, und zum Teil trotzdem ständig Kinder bekommen, trotz fragwürdiger Situation."
248,0,"Unter der Maske einer Pseudo-Biederkeit und mit dem Charme eines fleißigen Lieschens hat sie Karriere gemacht und alle Konkurrenz ganz so wie ihre Fingernägel schon im Ansatz weckgebissen. Aber ohne Unterstützung jener, die sie aufgebaut haben, wär sie Merkelputtel geblieben."
249,1,"Die linken Systembücklinge und die, aus den nichts anständiges geworden ist (Medien u. Presse) errinnern mich immer an Scheisshausfliegen. Widerlich..."
250,0,"MehrKILL ist toxisch, tückisch und hinterhältig wie ein Kampfgas"
251,0,Nach dem zweiten Weltkrieg ist die. Merkel die größte Gefahr für Deutschland .
252,1,Diese VERBRECHERISCHEN hoch kriminellen Altparteien sind die Hauptschuldigen an diesen Verrat an die Bevölkerung sowie sind diese Altparteien an Feigheit nicht zu überbieten. Dafür gibt es eigentlich nur noch Lebenslänglich in einen Arbeitslager. Das ist nur noch Abschaum schlimmer wie jede Ratte im Scheiß-Kanal
253,0,"Seid Ihr vom Konservensender n-tv bezüglich einer Klarstellung zum Tathergang im Chemnitz schon angefunkt worden? Unter dem Titel \""dreiste Lügen\"" (was n-tv immer unter den Titel verstehen mag) wird auch Compact benannt."
254,1,"Mit den aktuellen temporären Gästen kommt einen Religion die nicht mit unserer Kultur zusammen passt, bringen die Menschen Verhaltensweisen nach Deutschland die an das Mittelalter erinnern, ein Bildungsniveau mit, das weit zurück liegt"
255,0,"Ihre Expertise überzeugt nun wirklich nicht. Auch scheint Ihnen das föderalistische Prinzip nicht bewusst zu sein. Möglicherweise urteilen Sie so weit von außen, dass das Urteil nicht beachtlich ist."
256,1,Den vom Staat bezahlten Terroristen der Antifa keinen Fuss breit!!!!
257,1,"Obwohl bekannt ist, das kein europäischer Staat diese Wirtschaftsflüchtlinge aufnehmen will, sammeln sie unbeeindruckt die Hasardeure auf dem Mittelmeer ein. Solange diese Fähren nicht an der Kette liegen, wird der Strom der Wirtschaftsflüchtlinge nicht abreißen."
258,0,"Diese Erkenntnisse werden aber weiterhin verleugnet, wie am Bsp. der Frankfurter Rundschau zu sehen ist!"
259,0,"Die Staatsregierung und die Bezirke wollen wegen des Wahlkampfs Leute abschieben. Aber natürlich sind Menschen, die einer regelmäßigen Arbeit nachgehen greifbarer als Leute ohne Beschäftigung. Dieser Wahlkrampf-Aktionismus in Bayern nimmt immer absurdere Züge an."
260,1,"Jetzt kommen wir mal zu wichtigen Kernthema. .  Hier zeigt sich schön wie krank, degeneriert und schizophren unser Land und  die Politiker der Altparteien schon sind. . Besser kann man es nicht aufzeigen bzw. dokumentieren. .  Wenn junge deutsche Soldaten ihr Land, ihre Familien, unsere  Grundwerte und  ihre Heimat gegen innere (davon gibt es genügend) und äußere Feinde schützen sollen, ist d"
261,0,"Merkels Patentrezept: Wir setzen jetzt ein starkes Zeichen und tun nichts – und leben so weiter, als ob nichts geschehen wäre … Das wird diese intellektuell Minderbegabten aber aggressiven „*******“ schwer beeindrucken"
262,0,"Das kannst Du nicht beurteilen, aber pöpeln auf Deine bekannte Art."
263,0,"Nee, als Deutscher kann man natürlich nicht verstehen, dass manche zu Gott beten."
264,0,8/08/31/spd-veruntreut-mitgliedergelder-um-gutmenschen-zu-konzert-gegen-rechts-in-chemnitz-zu-karren/  Ich wünsche n
265,0,"Demagogie, die Seehofer da liefert. Was ist denn falsch an den vielen Zitaten, die er abgelassen hat? Ihm missfällt nur die Bewertung seiner Zitate durch die Öffentlichkeit. Jetzt gibt er die Kopie von Trump. Wie arm."
266,0,Der Islam regiert Deutscha Land bereits.
267,0,"Ich befürchte, dass sich jetzt die Mainstream Medien auf die Biografie von Daniel Zabel stürzen werden, um eine ,,rechte Tendenz\"" hinein zu interpretieren.  Möglicherweise tauchen dann Schlagwörter wie, Reichsbürger, Mitglied einer rechten Vereinigung, AfD Nähe, Pegidist, etc…… ,auf. Später kann man dann ja im Kleingedruckten davon Abstand nehmen."
268,0,"Die Presse hat den 14.4. und 14.7. ignoriert, die sintflutartigen Demonstrationen in Barcelona, Straßen und Plätze zum Überlaufen gefüllt mit den Massen."
269,0,"..zeigt sich die BReg hilflos und verweist auf angebliche notwendige europäische Lösungen, die aber nicht in Sicht sind, um am Ende gar nichts zu tun."
270,1,die sind ja nur noch bescheuert ‍♀️diese Richter sollten dringend untersucht werden
271,1,"Liebe Politiker, geht einer an meine Tochter, lernt ihr mich kennen. Da ich nebenbei noch DJ/VJ bin, lasse ich ""Spiel mir das Lied vom Tod"" laufen. Nochmal, dass ganze fährt an die Wand. Ratten die im Kuhstall aufgenommen werden, können nicht Verhaltensweisen wie eine Kuh haben. Wir haben immer mehr Parallelgesellschaften. Außerdem stehen wir vor der Industrie 4.0 und mit Kufflucken ist kein Kr"
272,0,Was schreiben Sie da so unüberlegt einfach hin? Wollen Sie Unruhe statt vernünfigen Gedanken verbreiten?
273,0,Bekommen die Pegida-Pöbler denn jetz was sie wollen?
274,1,"Gehe davon aus, dass sich die Schleuser über \""Spenden\"" an den NGOs beteiligen, damit die fleissig einsammeln können. Unfassbar. Den Kahn stilllegen und die Leute wegen Schlepperei anzeigen"
